Restaurant_Name,City,Cuisine,Rating,Votes,Cost_For_Two,Review,Date,Month,Year,Sentiment_Label,VADER_Compound_Score,Reviewer_Name,Dining_Type,Has_Online_Delivery,Has_Table_Booking,Review_Length,Word_Count
Oh! Calcutta,Pune,North Indian,4.3,3632,1000,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2023-11-07,November,2023,Positive,0.5924,User_4352,Takeaway,Yes,No,85,14
Flurys,Hyderabad,Mughlai,2.6,4262,2000,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2023-05-21,May,2023,Negative,-0.5071,User_1680,Takeaway,No,Yes,82,14
The Great Kabab Factory,Ahmedabad,Mexican,4.9,117,300,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-06-17,June,2023,Positive,0.7897,User_2771,Dine-in,No,Yes,88,13
Yauatcha,Delhi,Thai,2.2,2146,1000,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2022-06-03,June,2022,Negative,-0.4468,User_7475,Delivery,No,No,81,13
Saravana Bhavan,Pune,Italian,1.3,3003,200,Overpriced for mediocre food quality. Definitely not worth it at all.,2022-12-03,December,2022,Negative,-0.5489,User_5999,Takeaway,No,No,69,11
Bohemian,Chennai,Thai,3.6,2156,800,Decent place with average food. Nothing extraordinary but nothing terrible either.,2023-08-15,August,2023,Neutral,0.2367,User_8850,Delivery,Yes,Yes,82,11
The Great Kabab Factory,Bangalore,Thai,3.1,780,1200,The ambiance is nice but food quality could be improved considerably.,2022-08-15,August,2022,Neutral,0.1788,User_5852,Dine-in,No,Yes,69,11
Aaheli,Delhi,South Indian,4.4,4986,600,The butter chicken here is legendary. Cannot stop thinking about it even now.,2023-11-07,November,2023,Positive,0.9432,User_3570,Takeaway,No,Yes,77,13
6 Ballygunge Place,Pune,Mexican,1.9,3822,500,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2022-12-11,December,2022,Negative,-0.6298,User_6158,Dine-in,Yes,Yes,83,11
Biryani Blues,Ahmedabad,Chinese,4.2,2713,200,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2023-07-11,July,2023,Positive,0.6992,User_7295,Dine-in,Yes,Yes,82,12
Subway,Chennai,Bengali,1.3,1949,300,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-12-08,December,2023,Negative,-0.3549,User_4125,Delivery,Yes,Yes,78,14
Moti Mahal,Chennai,North Indian,1.5,4600,500,Extremely slow service. The food arrived cold and without proper presentation at all.,2023-08-10,August,2023,Negative,-0.3009,User_6932,Delivery,No,Yes,85,13
Mocambo,Hyderabad,Chinese,1.1,1058,400,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2023-06-27,June,2023,Negative,-0.5047,User_5911,Delivery,Yes,Yes,82,14
Mainland China,Pune,South Indian,4.2,1002,600,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-02-26,February,2022,Positive,0.8665,User_4086,Delivery,No,Yes,82,12
Moti Mahal,Chennai,South Indian,5.0,1403,400,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2022-05-20,May,2022,Positive,0.3867,User_5710,Dine-in,Yes,Yes,85,13
6 Ballygunge Place,Kolkata,North Indian,4.1,1790,300,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-06-11,June,2022,Positive,0.4363,User_3224,Takeaway,No,Yes,75,11
Pind Balluchi,Bangalore,Bengali,4.0,704,2000,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-10-03,October,2022,Positive,0.3699,User_7431,Dine-in,Yes,Yes,82,13
Nizam,Kolkata,Italian,1.0,1477,600,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2023-05-30,May,2023,Negative,-0.5725,User_9850,Dine-in,No,Yes,81,13
Saravana Bhavan,Mumbai,Mexican,2.3,4977,1200,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2023-08-08,August,2023,Negative,-0.5626,User_9803,Dine-in,No,No,85,12
Smoke House Deli,Delhi,South Indian,2.4,2859,300,Very bad experience overall. The manager was unapologetic about the long wait time.,2022-04-16,April,2022,Negative,-0.4131,User_5527,Dine-in,Yes,No,83,13
Mocambo,Delhi,South Indian,2.8,4284,1500,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2022-11-05,November,2022,Negative,-0.9991,User_3247,Dine-in,No,No,81,13
Rajdhani,Pune,Chinese,2.2,4063,400,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2022-07-12,July,2022,Negative,-0.5687,User_4120,Delivery,No,Yes,82,14
6 Ballygunge Place,Hyderabad,Mexican,5.0,2593,200,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-05-10,May,2022,Positive,0.8107,User_7205,Delivery,No,No,82,12
Oudh 1590,Mumbai,Mughlai,3.9,2555,2000,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2023-04-21,April,2023,Positive,0.9863,User_5440,Takeaway,Yes,Yes,82,12
Farzi Cafe,Delhi,Fast Food,3.0,2545,400,Average restaurant overall. Food is decent but presentation could be much better.,2022-09-12,September,2022,Neutral,0.1787,User_8448,Dine-in,No,Yes,81,12
The Great Kabab Factory,Pune,Thai,4.4,4715,300,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-03-24,March,2023,Positive,0.9749,User_3997,Dine-in,Yes,Yes,73,10
Flurys,Kolkata,Continental,4.0,4268,1000,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2023-03-15,March,2023,Positive,0.8252,User_5189,Delivery,Yes,Yes,82,13
Saravana Bhavan,Pune,Chinese,4.4,3348,200,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-09-30,September,2023,Positive,0.6629,User_1215,Delivery,No,Yes,84,11
Mocambo,Mumbai,Continental,3.2,3786,2000,Decent place with average food. Nothing extraordinary but nothing terrible either.,2022-11-05,November,2022,Neutral,0.1454,User_2574,Delivery,Yes,Yes,82,11
Burger King,Pune,Mexican,4.8,1582,500,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-01-03,January,2023,Positive,0.456,User_9919,Delivery,Yes,Yes,82,12
Oudh 1590,Bangalore,Mughlai,2.0,1454,200,Average food at best but way too expensive for what you get. Not worth visiting.,2022-05-01,May,2022,Negative,-0.8619,User_1818,Takeaway,No,Yes,80,15
Mainland China,Kolkata,Mughlai,4.4,434,600,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-09-22,September,2022,Positive,0.9875,User_6581,Takeaway,No,No,85,14
Rajdhani,Kolkata,South Indian,2.4,294,800,Not hygienic at all. Found something unexpected in my food. Completely put off.,2023-09-13,September,2023,Negative,-0.5108,User_5113,Delivery,No,Yes,79,13
The Great Kabab Factory,Kolkata,Continental,4.9,602,500,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-06-23,June,2023,Positive,0.3608,User_2603,Delivery,No,No,87,13
Yauatcha,Bangalore,Chinese,3.0,3770,1500,Moderate experience overall. Some dishes were good while others were just average.,2022-12-10,December,2022,Neutral,0.0814,User_5848,Dine-in,No,No,82,12
Farzi Cafe,Delhi,Continental,2.6,3626,600,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2023-08-05,August,2023,Negative,-0.7612,User_9707,Takeaway,No,No,83,11
Haldirams,Pune,Italian,4.0,2765,200,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-03-07,March,2022,Positive,0.7692,User_3634,Delivery,Yes,Yes,82,12
McDonald's,Mumbai,Thai,1.7,3565,300,Food was not at all what was shown in the menu photos. Very deceiving experience.,2022-04-18,April,2022,Negative,-0.8288,User_7160,Delivery,No,No,81,15
Farzi Cafe,Pune,Italian,4.6,2629,500,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-07-17,July,2022,Positive,0.8743,User_1664,Dine-in,No,No,84,14
Pind Balluchi,Delhi,Bengali,1.7,4654,1000,Very bad experience overall. The manager was unapologetic about the long wait time.,2022-12-04,December,2022,Negative,-0.3116,User_5681,Dine-in,No,No,83,13
Mocambo,Hyderabad,Fast Food,2.3,3148,2000,Overpriced for mediocre food quality. Definitely not worth it at all.,2023-11-27,November,2023,Negative,-0.8634,User_3435,Delivery,No,No,69,11
Mamagoto,Mumbai,Mughlai,4.9,3231,1000,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2023-01-08,January,2023,Positive,0.9442,User_6168,Delivery,No,No,82,12
Biryani Blues,Pune,Italian,4.2,700,300,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-04-04,April,2023,Positive,0.5744,User_1912,Delivery,No,No,82,12
6 Ballygunge Place,Pune,Mexican,5.0,1274,1000,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-08-22,August,2023,Positive,0.4965,User_4712,Delivery,No,Yes,84,14
Peter Cat,Bangalore,Thai,3.2,4078,500,Good location but the food is just okay. Service was average and took some time.,2023-06-24,June,2023,Neutral,-0.1886,User_5660,Delivery,No,No,80,15
Haldirams,Ahmedabad,Italian,4.3,3858,200,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2022-04-29,April,2022,Positive,0.9585,User_9810,Delivery,No,No,88,13
Mainland China,Kolkata,Italian,3.8,3517,300,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-07-15,July,2023,Positive,0.5298,User_6939,Delivery,Yes,No,82,12
McDonald's,Chennai,Mughlai,4.8,3711,800,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-06-20,June,2023,Positive,0.5635,User_7410,Delivery,No,Yes,84,11
Social,Pune,Italian,1.2,1186,400,Food was not at all what was shown in the menu photos. Very deceiving experience.,2023-02-19,February,2023,Negative,-0.4539,User_9180,Dine-in,Yes,Yes,81,15
Oh! Calcutta,Hyderabad,Mughlai,5.0,467,2000,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-08-26,August,2022,Positive,0.5931,User_7190,Takeaway,Yes,No,82,12
Burger King,Ahmedabad,Bengali,1.4,625,1000,Very bad experience overall. The manager was unapologetic about the long wait time.,2023-04-02,April,2023,Negative,-0.7386,User_5240,Delivery,No,No,83,13
Rajdhani,Ahmedabad,South Indian,4.9,1613,400,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-04-23,April,2022,Positive,0.4105,User_5184,Takeaway,No,No,82,13
Mocambo,Bangalore,Continental,2.9,1516,1500,The biryani was bland and overpriced. Expected much better quality from this place.,2022-10-05,October,2022,Negative,-0.6812,User_7925,Dine-in,No,Yes,83,13
The Great Kabab Factory,Kolkata,Bengali,5.0,4033,200,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-06-16,June,2023,Positive,0.471,User_1205,Dine-in,Yes,Yes,85,13
Rajdhani,Pune,Mughlai,3.2,4374,200,Decent place with average food. Nothing extraordinary but nothing terrible either.,2023-10-25,October,2023,Neutral,0.1948,User_6377,Dine-in,Yes,No,82,11
Barbeque Nation,Pune,Mexican,4.2,3423,800,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-09-12,September,2023,Positive,0.7325,User_2416,Dine-in,Yes,Yes,75,11
Biryani Blues,Ahmedabad,Fast Food,4.5,460,600,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2022-01-29,January,2022,Positive,0.7592,User_5858,Delivery,Yes,No,88,13
Haldirams,Pune,Mughlai,1.2,2695,500,Very bad experience overall. The manager was unapologetic about the long wait time.,2023-02-11,February,2023,Negative,-0.4403,User_5654,Takeaway,No,Yes,83,13
6 Ballygunge Place,Pune,South Indian,1.6,4613,1500,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2022-01-21,January,2022,Negative,-0.6395,User_1099,Delivery,No,No,82,14
Zara,Ahmedabad,Fast Food,4.7,4842,600,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-06-23,June,2022,Positive,0.8947,User_4994,Takeaway,No,Yes,87,13
Social,Bangalore,Bengali,1.6,2767,600,The staff was rude and unhelpful. Will never visit again and do not recommend.,2022-09-27,September,2022,Negative,-0.8031,User_9870,Takeaway,Yes,No,78,14
Mocambo,Hyderabad,North Indian,3.6,2281,300,Visited twice and both times it was a mixed bag experience. Inconsistent quality.,2023-02-10,February,2023,Neutral,-0.1066,User_6776,Takeaway,No,Yes,81,13
Pind Balluchi,Kolkata,Mughlai,4.1,696,1500,The portions are generous and the taste is authentic. Great value for money indeed.,2022-05-22,May,2022,Positive,0.5511,User_7737,Dine-in,No,No,83,14
Farzi Cafe,Mumbai,Bengali,4.9,3253,800,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-07-28,July,2023,Positive,0.9957,User_5094,Delivery,No,No,84,11
Mainland China,Delhi,South Indian,4.8,3519,300,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-07-29,July,2022,Positive,0.4697,User_3515,Takeaway,Yes,Yes,82,13
Saravana Bhavan,Pune,Chinese,4.1,734,1200,The food quality is exceptional. Every dish was perfectly cooked with fresh ingredients.,2023-01-14,January,2023,Positive,0.436,User_3834,Dine-in,No,No,88,13
Punjab Grill,Bangalore,South Indian,4.3,3703,1500,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-07-11,July,2022,Positive,0.5659,User_3180,Takeaway,No,Yes,73,10
Subway,Chennai,Fast Food,4.6,420,300,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-08-27,August,2022,Positive,0.9165,User_8707,Delivery,Yes,No,84,11
The Great Kabab Factory,Delhi,Mexican,4.5,2655,500,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-09-28,September,2022,Positive,0.6254,User_4700,Delivery,No,No,73,10
Haldirams,Pune,South Indian,3.7,2024,500,Standard restaurant with regular Indian food. Nothing to write home about really.,2023-03-12,March,2023,Neutral,0.0859,User_7378,Dine-in,No,Yes,81,12
The Great Kabab Factory,Mumbai,Italian,1.1,4081,1000,The staff was rude and unhelpful. Will never visit again and do not recommend.,2022-08-22,August,2022,Negative,-0.867,User_3613,Delivery,No,No,78,14
Farzi Cafe,Delhi,Thai,5.0,2236,500,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-01-30,January,2022,Positive,0.4384,User_3096,Dine-in,No,Yes,85,14
Aaheli,Kolkata,Thai,1.3,826,800,Food was not at all what was shown in the menu photos. Very deceiving experience.,2023-07-22,July,2023,Negative,-0.3751,User_2257,Takeaway,No,Yes,81,15
Zara,Bangalore,South Indian,3.6,2845,1500,Okay for a quick meal but probably not my first choice for a special occasion.,2023-05-23,May,2023,Neutral,0.0799,User_9652,Delivery,Yes,Yes,78,15
Mamagoto,Pune,Mughlai,3.3,1711,400,Average restaurant overall. Food is decent but presentation could be much better.,2023-06-28,June,2023,Neutral,0.1414,User_1892,Dine-in,No,Yes,81,12
Arsalan,Delhi,Italian,3.6,1912,600,Average restaurant overall. Food is decent but presentation could be much better.,2023-03-19,March,2023,Neutral,-0.1256,User_9316,Takeaway,No,Yes,81,12
Bohemian,Bangalore,Fast Food,1.5,2088,800,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2022-12-12,December,2022,Negative,-0.3702,User_3683,Takeaway,Yes,No,82,14
Aaheli,Ahmedabad,Continental,4.5,2863,200,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2023-07-11,July,2023,Positive,0.4634,User_5612,Takeaway,No,No,82,13
Aaheli,Hyderabad,North Indian,3.6,244,1500,Not bad but not great either. Service was slow but the staff was polite throughout.,2022-02-20,February,2022,Neutral,-0.0447,User_8679,Delivery,Yes,Yes,83,15
Zara,Kolkata,Mughlai,4.9,1495,600,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-01-30,January,2022,Positive,0.8484,User_8849,Dine-in,Yes,No,84,11
Udupi Palace,Chennai,Thai,3.7,4219,500,Visited twice and both times it was a mixed bag experience. Inconsistent quality.,2022-07-21,July,2022,Neutral,-0.1201,User_1135,Takeaway,No,Yes,81,13
Indian Accent,Hyderabad,Continental,4.6,4068,1000,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-12-07,December,2023,Positive,0.9551,User_9237,Dine-in,No,No,84,14
Trincas,Delhi,Fast Food,1.6,1415,2000,Pathetic quality control. The food was terrible and caused stomach issues afterwards.,2022-05-15,May,2022,Negative,-0.7564,User_7072,Takeaway,Yes,No,85,12
Zara,Mumbai,Continental,4.3,4160,300,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-06-27,June,2022,Positive,0.5284,User_4316,Dine-in,Yes,No,73,10
Bohemian,Ahmedabad,Mughlai,2.5,4513,300,Extremely slow service. The food arrived cold and without proper presentation at all.,2023-01-25,January,2023,Negative,-0.4894,User_5580,Dine-in,No,No,85,13
Aminia,Mumbai,Continental,4.9,255,300,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2022-11-16,November,2022,Positive,0.7729,User_6355,Delivery,No,Yes,84,15
Pizza Hut,Pune,Chinese,3.1,4047,800,Visited during lunch. The thali was alright but nothing particularly special.,2022-07-04,July,2022,Neutral,0.2543,User_9893,Takeaway,No,No,77,11
Farzi Cafe,Kolkata,Bengali,1.7,1803,200,Extremely slow service. The food arrived cold and without proper presentation at all.,2023-03-13,March,2023,Negative,-0.3689,User_3379,Dine-in,Yes,Yes,85,13
